ticker,date,equity,weekly_return_pct,cum_return_pct
NVDA,2022-01-07,10000.0,0.0,0.0
NVDA,2022-01-14,10000.0,0.0,0.0
NVDA,2022-01-21,9315.285863759134,-6.84714136240866,-6.84714136240866
NVDA,2022-01-28,9102.469647878948,-2.2845913586843514,-8.97530352121052
NVDA,2022-02-04,9691.898428642051,6.475481968791308,-3.0810157135794936
NVDA,2022-02-11,9544.441275125782,-1.5214475739912303,-4.555587248742176
NVDA,2022-02-18,9422.092284722485,-1.2818874031123917,-5.779077152775159
NVDA,2022-02-25,9627.335992324646,2.17832410679053,-3.72664007675354
NVDA,2022-03-04,9140.728982013612,-5.054430537159805,-8.592710179863882
NVDA,2022-03-11,8807.556100985768,-3.6449268070788965,-11.924438990142317
NVDA,2022-03-18,10542.365145837568,19.696826508520736,5.423651458375689
NVDA,2022-03-25,11036.146351403371,4.683780145490046,10.361463514033709
NVDA,2022-04-01,10645.585229312892,-3.538926629410044,6.4558522931289275
NVDA,2022-04-08,9213.659792516197,-13.450885094168907,-7.863402074838033
NVDA,2022-04-15,8471.991821539672,-8.049656571636666,-15.280081784603283
NVDA,2022-04-22,7777.350632045604,-8.199266525824223,-22.226493679543967
NVDA,2022-04-29,7384.180734484845,-5.055319171810913,-26.158192655151545
NVDA,2022-05-06,7384.180734484845,0.0,-26.158192655151545
NVDA,2022-05-13,7384.180734484845,0.0,-26.158192655151545
NVDA,2022-05-20,7384.180734484845,0.0,-26.158192655151545
NVDA,2022-05-27,7384.180734484845,0.0,-26.158192655151545
NVDA,2022-06-03,7384.180734484845,0.0,-26.158192655151545
NVDA,2022-06-10,7384.180734484845,0.0,-26.158192655151545
NVDA,2022-06-17,7384.180734484845,0.0,-26.158192655151545
NVDA,2022-06-24,7384.180734484845,0.0,-26.158192655151545
NVDA,2022-07-01,7384.180734484845,0.0,-26.158192655151545
NVDA,2022-07-08,7384.180734484845,0.0,-26.158192655151545
NVDA,2022-07-15,7384.180734484845,0.0,-26.158192655151545
NVDA,2022-07-22,7384.180734484845,0.0,-26.158192655151545
NVDA,2022-07-29,7384.180734484845,0.0,-26.158192655151545
NVDA,2022-08-05,7384.180734484845,0.0,-26.158192655151545
NVDA,2022-08-12,7384.180734484845,0.0,-26.158192655151545
NVDA,2022-08-19,6918.266677403748,-6.309624233670674,-30.817333225962518
NVDA,2022-08-26,6302.370546915313,-8.9024629897552,-36.97629453084688
NVDA,2022-09-02,5289.572670017238,-16.070109958764444,-47.10427329982762
NVDA,2022-09-09,5576.396329092912,5.4224353642302825,-44.23603670907088
NVDA,2022-09-16,5115.540284061157,-8.264406219253084,-48.844597159388435
NVDA,2022-09-23,4851.197254403,-5.167450845452015,-51.48802745597
NVDA,2022-09-30,4705.072239079535,-3.012143346487106,-52.94927760920465
NVDA,2022-10-07,4680.653567008877,-0.518986124545362,-53.19346432991124
NVDA,2022-10-14,4351.581465239956,-7.030473352874333,-56.484185347600445
NVDA,2022-10-21,4831.8171975154355,11.03588973598586,-51.68182802484564
NVDA,2022-10-28,5356.691489553628,10.862875613508049,-46.433085104463714
NVDA,2022-11-04,5356.691489553628,0.0,-46.433085104463714
NVDA,2022-11-11,5356.691489553628,0.0,-46.433085104463714
NVDA,2022-11-18,5351.334798064075,-0.10000000000000009,-46.486652019359255
NVDA,2022-11-25,5650.34832711369,5.587643837156064,-43.4965167288631
NVDA,2022-12-02,5860.803477669249,3.724640294221726,-41.3919652233075
NVDA,2022-12-09,5904.214265685066,0.7406968717040163,-40.95785734314934
NVDA,2022-12-16,5754.881048927288,-2.529264861299041,-42.45118951072712
NVDA,2022-12-23,5280.835654480131,-8.237275287132473,-47.191643455198694
NVDA,2022-12-30,5075.242159787642,-3.8932000187899884,-49.24757840212358
NVDA,2023-01-06,5160.327264554878,1.67647379353415,-48.396727354451215
NVDA,2023-01-13,5868.791311725077,13.729052652076534,-41.31208688274922
NVDA,2023-01-20,6195.240623074911,5.562462422162318,-38.04759376925089
NVDA,2023-01-27,6658.800844346585,7.482521656141783,-33.41199155653415
NVDA,2023-02-03,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-02-10,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-02-17,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-02-24,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-03-03,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-03-10,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-03-17,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-03-24,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-03-31,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-04-07,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-04-14,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-04-21,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-04-28,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-05-05,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-05-12,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-05-19,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-05-26,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-06-02,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-06-09,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-06-16,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-06-23,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-06-30,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-07-07,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-07-14,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-07-21,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-07-28,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-08-04,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-08-11,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-08-18,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-08-25,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-09-01,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-09-08,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-09-15,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-09-22,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-09-29,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-10-06,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-10-13,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-10-20,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-10-27,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-11-03,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-11-10,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-11-17,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-11-24,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-12-01,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-12-08,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-12-15,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-12-22,6658.800844346585,0.0,-33.41199155653415
NVDA,2023-12-29,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-01-05,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-01-12,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-01-19,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-01-26,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-02-02,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-02-09,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-02-16,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-02-23,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-03-01,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-03-08,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-03-15,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-03-22,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-03-29,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-04-05,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-04-12,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-04-19,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-04-26,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-05-03,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-05-10,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-05-17,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-05-24,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-05-31,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-06-07,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-06-14,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-06-21,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-06-28,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-07-05,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-07-12,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-07-19,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-07-26,6658.800844346585,0.0,-33.41199155653415
NVDA,2024-08-02,6879.159660491699,3.3092867814510596,-31.208403395083018
NVDA,2024-08-09,6717.553808025426,-2.349209212200798,-32.82446191974574
NVDA,2024-08-16,7440.539555788444,10.762634262776881,-25.594604442115564
NVDA,2024-08-23,7440.539555788444,0.0,-25.594604442115564
NVDA,2024-08-30,7440.539555788444,0.0,-25.594604442115564
NVDA,2024-09-06,7440.539555788444,0.0,-25.594604442115564
NVDA,2024-09-13,7440.539555788444,0.0,-25.594604442115564
NVDA,2024-09-20,7440.539555788444,0.0,-25.594604442115564
NVDA,2024-09-27,7761.7255748479165,4.316703333827476,-22.382744251520837
NVDA,2024-10-04,7986.777037981903,2.8995029644345083,-20.132229620180976
NVDA,2024-10-11,8487.843807626296,6.273704239664135,-15.121561923737048
NVDA,2024-10-18,8487.843807626296,0.0,-15.121561923737048
NVDA,2024-10-25,8487.843807626296,0.0,-15.121561923737048
NVDA,2024-11-01,8487.843807626296,0.0,-15.121561923737048
NVDA,2024-11-08,8487.843807626296,0.0,-15.121561923737048
NVDA,2024-11-15,8487.843807626296,0.0,-15.121561923737048
NVDA,2024-11-22,8487.843807626296,0.0,-15.121561923737048
NVDA,2024-11-29,8487.843807626296,0.0,-15.121561923737048
NVDA,2024-12-06,8487.843807626296,0.0,-15.121561923737048
NVDA,2024-12-13,8487.843807626296,0.0,-15.121561923737048
NVDA,2024-12-20,8487.843807626296,0.0,-15.121561923737048
NVDA,2024-12-27,8487.843807626296,0.0,-15.121561923737048
NVDA,2025-01-03,8487.843807626296,0.0,-15.121561923737048
