short_window,long_window,valid_sharpe,valid_total_return_pct,train_total_return_pct
30,90,1.8177137161948456,30.95023967216839,107.89076395891351
20,120,1.7875906565071165,31.484676127478252,184.83483662583296
10,90,1.7341554694813188,30.262736979827576,125.08965624344688
15,90,1.7336423999896948,30.066041804834363,113.01650374506038
30,120,1.676818811969591,29.099613436182036,143.58636096439216
