set,model_mape_pct,model_rmse_lr,baseline_mape_pct,baseline_rmse_lr,mape_improvement_pct
test,1.49436952980733,0.020133300299789363,1.47012620793395,0.0199763930084731,-0.024243321873379964
valid,1.550610783255992,0.020770049062889106,1.550149356170906,0.02062352967704773,-0.0004614270850859446
