ticker,date_start,date_end,rows,buy_and_hold_return_pct,total_return_pct,cagr,win_rate_pct,profit_factor,max_drawdown_pct,sharpe_ratio,num_trades,avg_holding_period_days
AAPL,1980-12-12,2026-03-06,11399,200495.26108960944,50188.17351584085,0.14732736227682208,50.51546391752577,3.8676077463332854,-83.59319999884805,0.5924670554394379,97,103.44329896907216
MSFT,1986-03-13,2026-03-06,10073,420545.5225552835,7534.234253188823,0.11444712272614854,44.086021505376344,1.79192420773577,-63.74942344294902,0.5649023055729442,93,97.3010752688172
AMZN,1997-05-15,2026-03-06,7247,217645.6530898144,1915.8880694221446,0.10981585726205445,45.20547945205479,1.48030309323805,-81.38820036039981,0.4617520530497532,73,87.82191780821918
GOOGL,2004-08-19,2026-03-06,5421,11788.438667015194,1178.840989033164,0.12548363388268635,56.25,3.2933235091369166,-44.16929084423374,0.666334841118107,48,103.10416666666667
META,2012-05-18,2026-03-06,3469,1586.7904605625856,2719.456564570014,0.27356729995981666,58.06451612903226,9.5959092391205,-25.191980507512135,0.9938609043123422,31,104.19354838709677
NVDA,1999-01-22,2026-03-06,6822,433438.1360597391,330148.6046242026,0.34793688328162653,56.896551724137936,5.550605445193039,-64.50011636639476,0.9058864529979989,58,109.39655172413794
TSLA,2010-06-29,2026-03-06,3946,24809.790626064958,1686.9166980166451,0.20163549322920726,42.10526315789473,1.647847813209389,-70.60870268053547,0.6480105094098719,38,81.97368421052632
