date,close,weighted_signal,signal,action,opinion,position
2022-01-03,334.75,0.0,0,HOLD,관망,0
2022-01-04,329.010009765625,0.0,0,HOLD,관망,0
2022-01-05,316.3800048828125,0.3385455591972478,1,BUY,매수,1
2022-01-06,313.8800048828125,0.3385455591972478,1,HOLD,관망,1
2022-01-07,314.0400085449219,0.3385455591972478,1,HOLD,관망,1
2022-01-10,314.2699890136719,0.0,0,HOLD,관망,1
2022-01-11,314.9800109863281,0.0,0,HOLD,관망,1
2022-01-12,318.2699890136719,-0.19034887412272627,0,HOLD,관망,1
2022-01-13,304.79998779296875,0.04476360345488317,0,HOLD,관망,1
2022-01-14,310.20001220703125,0.0886618054688306,0,HOLD,관망,1
2022-01-18,302.6499938964844,0.42720736466607845,1,HOLD,관망,1
2022-01-19,303.3299865722656,0.0886618054688306,0,HOLD,관망,1
2022-01-20,301.6000061035156,0.0886618054688306,0,HOLD,관망,1
2022-01-21,296.0299987792969,0.42720736466607845,1,HOLD,관망,1
2022-01-24,296.3699951171875,0.0886618054688306,0,HOLD,관망,1
2022-01-25,288.489990234375,0.42720736466607845,1,HOLD,관망,1
2022-01-26,296.7099914550781,0.0,0,HOLD,관망,1
2022-01-27,299.8399963378906,0.0,0,HOLD,관망,1
2022-01-28,308.260009765625,0.0,0,HOLD,관망,1
2022-01-31,310.9800109863281,0.0,0,HOLD,관망,1
2022-02-01,308.760009765625,0.0,0,HOLD,관망,1
2022-02-02,313.4599914550781,0.0,0,HOLD,관망,1
2022-02-03,301.25,0.0,0,HOLD,관망,1
2022-02-04,305.94000244140625,0.0,0,HOLD,관망,1
2022-02-07,300.95001220703125,0.0,0,HOLD,관망,1
2022-02-08,304.55999755859375,0.0,0,HOLD,관망,1
2022-02-09,311.2099914550781,0.0,0,HOLD,관망,1
2022-02-10,302.3800048828125,0.0,0,HOLD,관망,1
2022-02-11,295.0400085449219,0.0,0,HOLD,관망,1
2022-02-14,295.0,0.0,0,HOLD,관망,1
2022-02-15,300.4700012207031,0.0,0,HOLD,관망,1
2022-02-16,299.5,0.0,0,HOLD,관망,1
2022-02-17,290.7300109863281,0.0,0,HOLD,관망,1
2022-02-18,287.92999267578125,0.0,0,HOLD,관망,1
2022-02-22,287.7200012207031,0.0,0,HOLD,관망,1
2022-02-23,280.2699890136719,0.42720736466607845,1,HOLD,관망,1
2022-02-24,294.5899963378906,0.0,0,HOLD,관망,1
2022-02-25,297.30999755859375,0.0,0,HOLD,관망,1
2022-02-28,298.7900085449219,0.0,0,HOLD,관망,1
2022-03-01,294.95001220703125,0.0,0,HOLD,관망,1
2022-03-02,300.19000244140625,0.0,0,HOLD,관망,1
2022-03-03,295.9200134277344,0.0,0,HOLD,관망,1
2022-03-04,289.8599853515625,0.0,0,HOLD,관망,1
2022-03-07,278.9100036621094,0.3385455591972478,1,HOLD,관망,1
2022-03-08,275.8500061035156,0.3385455591972478,1,HOLD,관망,1
2022-03-09,288.5,0.0,0,HOLD,관망,1
2022-03-10,285.5899963378906,0.0,0,HOLD,관망,1
2022-03-11,280.07000732421875,0.0,0,HOLD,관망,1
2022-03-14,276.44000244140625,0.0,0,HOLD,관망,1
2022-03-15,287.1499938964844,0.0,0,HOLD,관망,1
2022-03-16,294.3900146484375,0.0,0,HOLD,관망,1
2022-03-17,295.2200012207031,0.0,0,HOLD,관망,1
2022-03-18,300.42999267578125,0.0,0,HOLD,관망,1
2022-03-21,299.1600036621094,0.0,0,HOLD,관망,1
2022-03-22,304.05999755859375,0.0,0,HOLD,관망,1
2022-03-23,299.489990234375,0.0,0,HOLD,관망,1
2022-03-24,304.1000061035156,0.0,0,HOLD,관망,1
2022-03-25,303.67999267578125,0.0,0,HOLD,관망,1
2022-03-28,310.70001220703125,-0.0886618054688306,0,HOLD,관망,1
2022-03-29,315.4100036621094,-0.04476360345488317,0,HOLD,관망,1
2022-03-30,313.8599853515625,-0.0886618054688306,0,HOLD,관망,1
2022-03-31,308.30999755859375,-0.0886618054688306,0,HOLD,관망,1
