ticker,strategy,weight,train_total_return_pct,train_sharpe,train_max_drawdown_pct,train_win_rate_pct,train_num_trades
AAPL,ema_crossover,0.0,-4.782007828379586,-0.25265855226422473,-19.48807619676851,36.36363636363637,11
AAPL,macd,0.41313580359173263,25.90849027405322,1.5511799532857158,-19.96722043525663,48.275862068965516,29
AAPL,rsi_reversion,0.004941876584031203,1.916272856745671,0.242864835723677,-20.502877257562012,53.84615384615385,13
AAPL,bollinger_reversion,0.0,-3.7566361378095325,-0.09002881853921238,-29.181995027603058,58.333333333333336,12
AAPL,donchian_breakout,0.10552061487253006,10.849843500590284,0.8920889573454841,-10.96916147131185,45.45454545454545,11
AAPL,adx_trend,0.40982459879846944,22.57504480583734,1.5954840828290904,-6.513802417776581,45.714285714285715,35
AAPL,obv_trend,0.06657710615323666,9.44607583259156,0.7302981864465247,-21.43571419842536,40.909090909090914,22
AAPL,volume_momentum,0.0,-6.418046857948145,-0.33003480432176685,-20.06606387063815,37.03703703703704,27
MSFT,ema_crossover,0.07742160324170735,11.074641221152692,0.9591361650963512,-15.402649284323555,23.076923076923077,13
MSFT,macd,0.0,-5.032214627006026,-0.45287774670424374,-13.962217656457987,30.23255813953488,43
MSFT,rsi_reversion,0.24287854171694478,14.653530581272456,1.4737863427625448,-6.3450014479873085,75.0,12
MSFT,bollinger_reversion,0.09611196533011317,9.482691840513201,0.9440386370944903,-9.950255102040806,72.72727272727273,11
MSFT,donchian_breakout,0.22368028886309274,18.416111361371534,1.3834250018650298,-12.439280354095905,44.44444444444444,9
MSFT,adx_trend,0.2575669511518621,19.516247080260783,1.4978940083137318,-6.655026763215766,37.5,40
MSFT,obv_trend,0.00802263563226852,2.9098226534980176,0.3243479512599229,-11.8598237309558,39.130434782608695,23
MSFT,volume_momentum,0.09431801406401136,11.169488109262948,0.9118728473924511,-9.09764203503105,47.82608695652174,23
AMZN,ema_crossover,0.0,-5.309381784058564,-0.2791365972888692,-15.588222370295956,20.0,10
AMZN,macd,0.08582841120049853,8.493080681734133,0.5871910188810495,-13.06548849548249,37.5,40
AMZN,rsi_reversion,0.2237905438690238,12.899745350820101,0.8315755803045419,-15.718819289068497,70.58823529411765,17
AMZN,bollinger_reversion,0.6903810449304776,21.959361960130796,1.332834572647844,-8.74239838852533,81.25,16
AMZN,donchian_breakout,0.0,-20.828664169159527,-1.3694712236361553,-23.097986743632838,26.666666666666668,15
AMZN,adx_trend,0.0,-5.124484728441536,-0.1585766901559082,-19.518889515256866,32.5,40
AMZN,obv_trend,0.0,-19.49559164160052,-0.9667091174080806,-22.39788467056577,33.33333333333333,21
AMZN,volume_momentum,0.0,-9.201904249634985,-0.36692222562961024,-18.688417802423896,34.78260869565217,23
GOOGL,ema_crossover,0.09952288960004362,22.639756784546083,1.4011610033706217,-13.627846347112316,40.0,10
GOOGL,macd,0.05516758477878533,15.79150974047312,1.1160803385376306,-13.396316845627288,39.39393939393939,33
GOOGL,rsi_reversion,0.06330881704225584,14.167528438167064,1.172274356784252,-9.743517950855207,64.28571428571429,14
GOOGL,bollinger_reversion,0.08915631298440214,17.74040329336939,1.299675791266051,-12.888458277824878,71.42857142857143,14
GOOGL,donchian_breakout,0.12628584577041405,24.335732387278263,1.5074281643521448,-14.314816428050282,54.54545454545454,11
GOOGL,adx_trend,0.09347820274898685,19.83861970475531,1.378951542193088,-10.714708431149978,48.57142857142857,35
GOOGL,obv_trend,0.2546746268334678,34.3356755736663,2.079925582145017,-11.570058032260789,56.25,16
GOOGL,volume_momentum,0.2184057202416444,29.588102787829705,1.9843829296073492,-8.720978706315908,58.82352941176471,17
