strategy,params,train_total_return_pct,valid_total_return_pct,valid_sharpe,score
ema,"{'short_span': 12, 'long_span': 90}",1308.7222371765429,85.34808978182413,1.6716551530539305,142.67257408709582
ema,"{'short_span': 12, 'long_span': 60}",835.9353314104324,83.99086226186756,1.6539703640775076,138.9183970344449
ema,"{'short_span': 8, 'long_span': 90}",1149.254121136286,82.33345938594037,1.6320381135540516,134.37134373860926
ema,"{'short_span': 16, 'long_span': 60}",1216.5082366318784,81.65252217078411,1.6248504337716583,132.67313606774852
ema,"{'short_span': 24, 'long_span': 90}",1540.0881804770652,79.54837708387774,1.5618688583198908,124.24413289719628
