ticker,n_preds,mean_abs_error_pct,median_abs_error_pct,max_abs_error_pct,c_scale
GOOGL,22,1.1735611578314324,0.9057978241936728,3.39069484215355,0.0
AAPL,22,1.405492464594726,0.8008111671235179,5.588685993448232,0.0
META,22,1.4252242396199484,1.5940269664022582,3.3782283883959625,0.0
MSFT,22,1.6510060811687681,1.0288984135251604,4.219266392083145,0.0
AMZN,22,1.700251232235945,1.350951174171857,5.835064138857882,0.0
TSLA,22,1.7906303337747644,1.6381138267192208,5.117848289082561,3.0
NVDA,22,2.117194253024106,1.3358328714495942,7.7047139197758785,2.0
ALL,154,1.6090513946070986,1.1896032030947916,7.7047139197758785,
