set,model_mape_pct,model_rmse_lr,baseline_mape_pct,baseline_rmse_lr,mape_improvement_pct
test,1.4995917079257395,0.02023868553411012,1.480171308051657,0.020119124445263,-0.019420399874082474
valid,1.550704152047344,0.020745495525554356,1.5560167239330644,0.020657545631001396,0.005312571885720525
