ticker,n_preds,mean_abs_error_pct,median_abs_error_pct,max_abs_error_pct
GOOGL,22,1.111525567810622,0.9570394914150864,3.7731876171605854
AAPL,22,1.3887772023705345,0.7711080433368123,5.276429707086323
TSLA,22,1.7157770976012798,1.909694900924149,3.8915272064351267
AMZN,22,1.746293509407065,1.454162142191779,5.796065050034844
META,22,1.8361427941833441,1.2340477213279852,9.43623753928616
NVDA,22,1.9500646792251766,1.4591854931002648,7.382639007768945
MSFT,22,1.984972044368716,1.1554853029568044,11.471670134619671
ALL,154,1.6762218421381052,1.3219375417570847,11.471670134619671
