short_window,long_window,valid_sharpe,valid_total_return_pct,train_total_return_pct
15,90,-0.23223174451438916,-4.584396984770278,261.2364034983243
10,60,-0.3690195505141154,-7.719412533390657,221.96172005832082
10,90,-0.5569289372978175,-9.400151330269402,301.1031071092594
15,40,-0.5818714599518954,-10.712891070865037,438.29707111266066
10,40,-0.5837778979696475,-10.771904811028177,295.82018127026447
