ticker,n_preds,mean_abs_error_pct,median_abs_error_pct,max_abs_error_pct,directional_accuracy_pct,c_scale
TSLA,17,3.268302492502099,3.291129393540678,9.96450476986507,0.0,0.0
NVDA,17,3.5960009488417004,3.1902250261911895,10.90877041222521,29.411764705882355,1.0
META,17,3.7169300297340073,3.244902743975553,10.618930198966343,0.0,0.0
GOOGL,17,4.299411312717432,4.0700485296478375,10.081042386911198,0.0,0.0
AAPL,17,4.779555593813951,4.917276763628066,7.518180198794972,0.0,0.0
MSFT,17,5.13384214747055,2.874035989717225,16.30893965581648,0.0,0.0
AMZN,17,7.102909507307189,4.660528228028468,17.86818326560046,0.0,0.0
ALL,119,4.5567074331981345,3.6356381821481945,17.86818326560046,4.201680672268908,
